audio_path,audio_name,is_forgered_index,is_forgered_category,forgery_type_index,forgery_type_category
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1046.WAV,SI1046,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1047.WAV,SI1047,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1048.WAV,SI1048,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1049.WAV,SI1049,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1051.WAV,SI1051,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1052.WAV,SI1052,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1055.WAV,SI1055,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1056.WAV,SI1056,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1057.WAV,SI1057,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1058.WAV,SI1058,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1059.WAV,SI1059,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1060.WAV,SI1060,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1063.WAV,SI1063,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1064.WAV,SI1064,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1065.WAV,SI1065,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1066.WAV,SI1066,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1068.WAV,SI1068,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1069.WAV,SI1069,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1070.WAV,SI1070,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1071.WAV,SI1071,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1072.WAV,SI1072,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1073.WAV,SI1073,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1074.WAV,SI1074,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1075.WAV,SI1075,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1076.WAV,SI1076,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1077.WAV,SI1077,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1080.WAV,SI1080,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1083.WAV,SI1083,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1084.WAV,SI1084,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1085.WAV,SI1085,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1086.WAV,SI1086,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1088.WAV,SI1088,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1089.WAV,SI1089,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1090.WAV,SI1090,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1091.WAV,SI1091,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1092.WAV,SI1092,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1093.WAV,SI1093,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1094.WAV,SI1094,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1095.WAV,SI1095,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1099.WAV,SI1099,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1100.WAV,SI1100,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1103.WAV,SI1103,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1104.WAV,SI1104,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1105.WAV,SI1105,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1106.WAV,SI1106,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1108.WAV,SI1108,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1109.WAV,SI1109,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1111.WAV,SI1111,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1113.WAV,SI1113,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1114.WAV,SI1114,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1115.WAV,SI1115,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1116.WAV,SI1116,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1117.WAV,SI1117,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1119.WAV,SI1119,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1120.WAV,SI1120,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1121.WAV,SI1121,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1123.WAV,SI1123,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1124.WAV,SI1124,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1126.WAV,SI1126,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1127.WAV,SI1127,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1128.WAV,SI1128,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1129.WAV,SI1129,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1130.WAV,SI1130,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1132.WAV,SI1132,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1133.WAV,SI1133,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1134.WAV,SI1134,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1135.WAV,SI1135,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1137.WAV,SI1137,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1138.WAV,SI1138,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1139.WAV,SI1139,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1141.WAV,SI1141,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1142.WAV,SI1142,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1144.WAV,SI1144,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1146.WAV,SI1146,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1150.WAV,SI1150,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1152.WAV,SI1152,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1157.WAV,SI1157,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1158.WAV,SI1158,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1159.WAV,SI1159,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1164.WAV,SI1164,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1165.WAV,SI1165,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1166.WAV,SI1166,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1167.WAV,SI1167,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1169.WAV,SI1169,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1170.WAV,SI1170,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1171.WAV,SI1171,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1174.WAV,SI1174,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1175.WAV,SI1175,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1178.WAV,SI1178,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1179.WAV,SI1179,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1180.WAV,SI1180,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1181.WAV,SI1181,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1182.WAV,SI1182,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1183.WAV,SI1183,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1184.WAV,SI1184,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1185.WAV,SI1185,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1187.WAV,SI1187,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1188.WAV,SI1188,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1189.WAV,SI1189,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1190.WAV,SI1190,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1193.WAV,SI1193,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1195.WAV,SI1195,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1198.WAV,SI1198,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1199.WAV,SI1199,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1200.WAV,SI1200,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1201.WAV,SI1201,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1203.WAV,SI1203,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1204.WAV,SI1204,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1209.WAV,SI1209,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1212.WAV,SI1212,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1213.WAV,SI1213,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1214.WAV,SI1214,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1217.WAV,SI1217,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1218.WAV,SI1218,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1219.WAV,SI1219,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1220.WAV,SI1220,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1223.WAV,SI1223,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1226.WAV,SI1226,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1228.WAV,SI1228,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1230.WAV,SI1230,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1231.WAV,SI1231,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1232.WAV,SI1232,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1233.WAV,SI1233,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1234.WAV,SI1234,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1236.WAV,SI1236,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1241.WAV,SI1241,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1242.WAV,SI1242,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1243.WAV,SI1243,0,Original_Audio,0,Original_Audio
C:/Users/rayma/Documents/Proyectos VSCode/Proyectos Python/DatasetConcatenation/OriginalDataset\SI1245.WAV,SI1245,0,Original_Audio,0,Original_Audio
